case_id,db_id,variant,question,search_expressions,mode,expected_tables,retrieved_tables_top5,table_recall_at_5,expected_columns,retrieved_columns_top10,column_recall_at_10,actual_sql,used_tables,used_columns,sql_uses_expected_tables,sql_uses_expected_columns,query_execution_success,task_solved,latency_ms,retrieval_latency_ms,embedding_build_time_ms,vector_available,step_count,db_search_call_count,failure_class,failure_reason
spider_concert_singer_011,concert_singer,keyword,Show all countries and the number of singers in each country.,"[""countries singers count"", ""country singer count"", ""singer country group"", ""singers by country""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.country""]","[""singer.country"", ""singer.singer_id"", ""singer_in_concert.singer_id"", ""singer.age"", ""singer.is_male""]",True,,[],[],False,False,False,False,21,20.149,0.0,,6,4,none,
spider_concert_singer_012,concert_singer,keyword,How many singers are from each country?,"[""singer country count"", ""singers by country"", ""singer nationality"", ""country singer count""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.country""]","[""singer.country"", ""singer.singer_id"", ""singer_in_concert.singer_id"", ""singer.age"", ""singer.is_male""]",True,,[],[],False,False,False,False,20,19.679,0.0,,6,4,none,
spider_concert_singer_013,concert_singer,keyword,List all song names by singers above the average age.,"[""song name"", ""singer age"", ""average age"", ""singer song""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.song_name""]","[""singer.age"", ""singer.song_name"", ""singer.song_release_year"", ""singer.name"", ""stadium.average"", ""singer.singer_id"", ""singer_in_concert.singer_id""]",True,,[],[],False,False,False,False,22,21.065,0.0,,6,4,none,
spider_concert_singer_014,concert_singer,keyword,What are all the song names by singers who are older than average?,"[""song name"", ""singer age"", ""average age"", ""singer song""]",ai-assisted-retrieval,"[""singer""]","[""singer"", ""singer_in_concert""]",True,"[""singer.age"", ""singer.song_name""]","[""singer.age"", ""singer.song_name"", ""singer.song_release_year"", ""singer.name"", ""stadium.average"", ""singer.singer_id"", ""singer_in_concert.singer_id""]",True,,[],[],False,False,False,False,20,18.999,0.0,,6,4,none,
spider_concert_singer_015,concert_singer,keyword,Show location and name for all stadiums with a capacity between 5000 and 10000.,"[""stadium location name capacity"", ""stadiums capacity range"", ""venue location name"", ""stadium capacity 5000 10000""]",ai-assisted-retrieval,"[""stadium""]","[""stadium""]",True,"[""stadium.capacity"", ""stadium.location"", ""stadium.name""]","[""stadium.capacity"", ""stadium.location"", ""stadium.name"", ""singer.name"", ""concert.stadium_id"", ""concert.concert_name""]",True,,[],[],False,False,False,False,29,27.847,0.0,,6,4,none,
spider_pets_1_016,pets_1,keyword,Find the number of pets whose weight is heavier than 10.,"[""weight"", ""pets"", ""heavier than 10"", ""number of pets""]",ai-assisted-retrieval,"[""pets""]","[""pets""]",True,"[""pets.weight""]","[""pets.weight"", ""pets.petid"", ""pets.pettype"", ""pets.pet_age""]",True,,[],[],False,False,False,False,18,17.541,0.0,,6,4,none,
spider_pets_1_017,pets_1,keyword,How many pets have a greater weight than 10?,"[""pets weight"", ""pet weight"", ""greater than 10"", ""count pets""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.weight""]","[""pets.weight"", ""pets.petid"", ""pets.pettype"", ""pets.pet_age"", ""has_pet.petid""]",True,,[],[],False,False,False,False,20,19.502,0.0,,6,4,none,
spider_pets_1_018,pets_1,keyword,Find the weight of the youngest dog.,"[""weight"", ""youngest dog"", ""age"", ""pets dogs""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""student""]",True,"[""pets.pet_age"", ""pets.weight""]","[""pets.weight"", ""pets.pet_age"", ""student.age"", ""pets.petid"", ""pets.pettype""]",True,,[],[],False,False,False,False,15,14.227,0.0,,6,4,none,
spider_pets_1_019,pets_1,keyword,How much does the youngest dog weigh?,"[""youngest dog weight"", ""dog age weight"", ""pets age weight"", ""animal youngest weight""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""student""]",True,"[""pets.pet_age"", ""pets.weight""]","[""pets.weight"", ""student.age"", ""pets.pet_age"", ""pets.petid"", ""pets.pettype""]",True,,[],[],False,False,False,False,20,19.593,0.0,,6,4,none,
spider_pets_1_020,pets_1,keyword,Find the maximum weight for each type of pet. List the maximum weight and pet type.,"[""max weight pet type"", ""pet weight by type"", ""pet_type weight_max"", ""pets weight type""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pettype"", ""pets.weight""]","[""pets.weight"", ""pets.pettype"", ""pets.petid"", ""pets.pet_age"", ""has_pet.petid""]",True,,[],[],False,False,False,False,22,21.649,0.0,,6,4,none,
spider_pets_1_021,pets_1,keyword,List the maximum weight and type for each type of pet.,"[""max weight type pet"", ""pet type weight"", ""pets max weight by type"", ""pet_weight pet_type""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pettype"", ""pets.weight""]","[""pets.weight"", ""pets.pettype"", ""pets.petid"", ""pets.pet_age"", ""has_pet.petid""]",True,,[],[],False,False,False,False,23,22.352,0.0,,6,4,none,
spider_pets_1_022,pets_1,keyword,Find number of pets owned by students who are older than 20.,"[""pets"", ""students"", ""age > 20"", ""owned""]",ai-assisted-retrieval,"[""has_pet"", ""student""]","[""pets"", ""student""]",False,"[""has_pet.stuid"", ""student.age"", ""student.stuid""]","[""pets.pet_age"", ""student.age"", ""pets.petid"", ""pets.pettype"", ""pets.weight""]",False,,[],[],False,False,False,False,13,12.595,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: has_pet
spider_pets_1_023,pets_1,keyword,How many pets are owned by students that have an age greater than 20?,"[""pets"", ""students"", ""age"", ""owned""]",ai-assisted-retrieval,"[""has_pet"", ""student""]","[""pets"", ""student""]",False,"[""has_pet.stuid"", ""student.age"", ""student.stuid""]","[""pets.pet_age"", ""student.age"", ""pets.petid"", ""pets.pettype"", ""pets.weight""]",False,,[],[],False,False,False,False,10,9.584,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: has_pet
spider_pets_1_024,pets_1,keyword,Find the number of dog pets that are raised by female students (with sex F).,"[""dog"", ""female students"", ""sex F"", ""pets""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""student""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.sex"", ""student.stuid""]","[""student.sex"", ""pets.petid"", ""pets.pettype"", ""pets.pet_age"", ""pets.weight""]",False,,[],[],False,False,False,False,15,14.453,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: has_pet
spider_pets_1_025,pets_1,keyword,How many dog pets are raised by female students?,"[""dog"", ""female"", ""student"", ""pet""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""has_pet"", ""student"", ""pets""]",True,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.sex"", ""student.stuid""]","[""has_pet.petid"", ""pets.petid"", ""student.advisor"", ""pets.pettype"", ""student.age"", ""pets.pet_age"", ""student.fname""]",False,,[],[],False,False,False,False,12,11.643,0.0,,6,4,retrieval_miss,task not solved
spider_pets_1_026,pets_1,keyword,Find the number of distinct type of pets.,"[""distinct type"", ""pet type count"", ""pets type"", ""pet_type""]",ai-assisted-retrieval,"[""pets""]","[""pets"", ""has_pet""]",True,"[""pets.pettype""]","[""pets.pettype"", ""pets.petid"", ""pets.pet_age"", ""pets.weight"", ""has_pet.petid""]",True,,[],[],False,False,False,False,15,14.507,0.0,,6,4,none,
spider_pets_1_027,pets_1,keyword,How many different types of pet are there?,"[""pet types"", ""pet type count"", ""distinct pet"", ""animal_type""]",ai-assisted-retrieval,"[""pets""]","[""has_pet"", ""pets""]",True,"[""pets.pettype""]","[""pets.pettype"", ""has_pet.petid"", ""pets.petid"", ""pets.pet_age""]",True,,[],[],False,False,False,False,14,13.923,0.0,,6,4,none,
spider_pets_1_028,pets_1,keyword,Find the first name of students who have cat or dog pet.,"[""student first name"", ""cat dog pet"", ""students pets"", ""pet type""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""has_pet""]",False,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""pets.pettype"", ""pets.petid"", ""pets.pet_age"", ""pets.weight"", ""has_pet.petid""]",False,,[],[],False,False,False,False,16,15.995,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: student
spider_pets_1_029,pets_1,keyword,What are the first names of every student who has a cat or dog as a pet?,"[""student first name"", ""cat dog pet"", ""student pet"", ""pets_1 schema""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""has_pet"", ""student"", ""pets""]",True,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""has_pet.petid"", ""pets.petid"", ""pets.pettype"", ""pets.pet_age"", ""student.fname""]",False,,[],[],False,False,False,False,17,16.504,0.0,,6,4,retrieval_miss,task not solved
spider_pets_1_030,pets_1,keyword,Find the first name of students who have both cat and dog pets .,"[""students first name"", ""cat dog pets"", ""student pet ownership"", ""pets type""]",ai-assisted-retrieval,"[""has_pet"", ""pets"", ""student""]","[""pets"", ""has_pet"", ""student""]",True,"[""has_pet.petid"", ""has_pet.stuid"", ""pets.petid"", ""pets.pettype"", ""student.fname"", ""student.stuid""]","[""pets.pettype"", ""pets.petid"", ""pets.pet_age"", ""pets.weight"", ""student.fname"", ""student.lname""]",False,,[],[],False,False,False,False,18,17.786,0.0,,6,4,retrieval_miss,task not solved
spider_car_1_031,car_1,keyword,How many continents are there?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",ai-assisted-retrieval,"[""continents""]","[""continents"", ""countries""]",True,[],"[""continents.continent"", ""continents.contid"", ""countries.continent"", ""car_makers.country"", ""countries.countryid"", ""countries.countryname""]",True,,[],[],False,True,False,False,18,17.936,0.0,,6,4,none,
spider_car_1_032,car_1,keyword,What is the number of continents?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",ai-assisted-retrieval,"[""continents""]","[""continents"", ""countries""]",True,[],"[""continents.continent"", ""continents.contid"", ""countries.continent"", ""car_makers.country"", ""countries.countryid"", ""countries.countryname""]",True,,[],[],False,True,False,False,16,15.533,0.0,,6,4,none,
spider_car_1_033,car_1,keyword,"How many countries does each continent have? List the continent id, continent name and the number of countries.","[""continent country count"", ""continent_id continent_name countries"", ""continent countries number"", ""continent country count group""]",ai-assisted-retrieval,"[""continents"", ""countries""]","[""countries"", ""continents""]",True,"[""continents.contid"", ""continents.continent"", ""countries.continent""]","[""countries.continent"", ""countries.countryid"", ""countries.countryname"", ""continents.continent"", ""continents.contid""]",True,,[],[],False,False,False,False,22,22.054,0.0,,6,4,none,
spider_car_1_034,car_1,keyword,"For each continent, list its id, name, and how many countries it has?","[""continent id name country count"", ""continent country count"", ""continent countries"", ""continent continent_id continent_name""]",ai-assisted-retrieval,"[""continents"", ""countries""]","[""continents"", ""countries""]",True,"[""continents.contid"", ""continents.continent"", ""countries.continent""]","[""countries.continent"", ""continents.continent"", ""countries.countryid"", ""countries.countryname"", ""continents.contid""]",True,,[],[],False,False,False,False,26,25.308,0.0,,6,4,none,
spider_car_1_035,car_1,keyword,How many countries are listed?,"[""countries"", ""country count"", ""country list"", ""num_countries""]",ai-assisted-retrieval,"[""countries""]","[""countries"", ""car_makers""]",True,[],"[""countries.countryid"", ""countries.countryname"", ""car_makers.country"", ""countries.continent""]",True,,[],[],False,True,False,False,17,16.477,0.0,,6,4,none,
spider_car_1_036,car_1,keyword,How many countries exist?,"[""countries"", ""country count"", ""num_countries"", ""country""]",ai-assisted-retrieval,"[""countries""]","[""countries"", ""car_makers""]",True,[],"[""countries.countryid"", ""countries.countryname"", ""car_makers.country"", ""countries.continent""]",True,,[],[],False,True,False,False,15,14.647,0.0,,6,4,none,
spider_car_1_037,car_1,keyword,"How many models does each car maker produce? List maker full name, id and the number.","[""car maker models count"", ""maker full name id"", ""model count per maker"", ""car_makers maker_id maker_name""]",ai-assisted-retrieval,"[""car_makers"", ""model_list""]","[""car_makers"", ""car_names"", ""model_list""]",True,"[""car_makers.fullname"", ""car_makers.id"", ""model_list.maker""]","[""car_makers.maker"", ""model_list.maker"", ""car_makers.country"", ""car_makers.id"", ""car_makers.fullname""]",True,,[],[],False,False,False,False,29,28.373,0.0,,6,4,none,
spider_car_1_038,car_1,keyword,"What is the full name of each car maker, along with its id and how many models it produces?","[""car maker full name id models"", ""maker name id model count"", ""manufacturer name id model_count"", ""car_makers name maker_id num_models""]",ai-assisted-retrieval,"[""car_makers"", ""model_list""]","[""car_names"", ""car_makers"", ""countries"", ""cars_data""]",False,"[""car_makers.fullname"", ""car_makers.id"", ""model_list.maker""]","[""car_makers.id"", ""countries.countryname"", ""cars_data.id"", ""car_makers.fullname"", ""car_makers.maker"", ""car_names.makeid"", ""countries.countryid""]",False,,[],[],False,False,False,False,33,32.39,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: model_list
spider_car_1_039,car_1,keyword,Which model of the car has the minimum horsepower?,"[""horsepower"", ""model"", ""car"", ""min horsepower""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""car_names"", ""model_list""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.horsepower"", ""cars_data.id""]","[""cars_data.horsepower"", ""car_names.model"", ""model_list.model"", ""model_list.modelid"", ""cars_data.accelerate""]",False,,[],[],False,False,False,False,16,15.356,0.0,,6,4,retrieval_miss,task not solved
spider_car_1_040,car_1,keyword,What is the model of the car with the smallest amount of horsepower?,"[""model"", ""horsepower"", ""car"", ""smallest horsepower""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""car_names"", ""model_list""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.horsepower"", ""cars_data.id""]","[""cars_data.horsepower"", ""car_names.model"", ""model_list.model"", ""model_list.modelid"", ""cars_data.accelerate""]",False,,[],[],False,False,False,False,13,12.625,0.0,,6,4,retrieval_miss,task not solved
spider_car_1_041,car_1,keyword,Find the model of the car whose weight is below the average weight.,"[""car model weight"", ""average weight car"", ""model weight below average"", ""car_weight model""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""model_list"", ""car_names"", ""cars_data"", ""car_makers""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.weight""]","[""car_names.model"", ""cars_data.weight"", ""model_list.model"", ""model_list.modelid""]",False,,[],[],False,False,False,False,20,19.6,0.0,,6,4,retrieval_miss,task not solved
spider_car_1_042,car_1,keyword,What is the model for the car with a weight smaller than the average?,"[""car model weight average"", ""model weight car"", ""cars weight avg"", ""model smaller than average weight""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""cars_data"", ""model_list"", ""car_names""]",True,"[""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.weight""]","[""cars_data.weight"", ""car_names.model"", ""model_list.model""]",False,,[],[],False,False,False,False,24,23.956,0.0,,6,4,retrieval_miss,task not solved
spider_car_1_043,car_1,keyword,Find the name of the makers that produced some cars in the year of 1970?,"[""maker name"", ""car year 1970"", ""makers cars"", ""producer year""]",ai-assisted-retrieval,"[""car_makers"", ""car_names"", ""cars_data"", ""model_list""]","[""car_makers"", ""cars_data"", ""car_names""]",False,"[""car_makers.id"", ""car_makers.maker"", ""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.year"", ""model_list.maker"", ""model_list.model""]","[""cars_data.year"", ""car_makers.fullname"", ""car_makers.country"", ""car_makers.maker"", ""car_makers.id"", ""cars_data.accelerate""]",False,,[],[],False,False,False,False,19,18.102,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: model_list
spider_car_1_044,car_1,keyword,What is the name of the different car makers who produced a car in 1970?,"[""car maker"", ""manufacturer"", ""1970"", ""car""]",ai-assisted-retrieval,"[""car_makers"", ""car_names"", ""cars_data"", ""model_list""]","[""car_makers"", ""car_names"", ""cars_data""]",False,"[""car_makers.id"", ""car_makers.maker"", ""car_names.makeid"", ""car_names.model"", ""cars_data.id"", ""cars_data.year"", ""model_list.maker"", ""model_list.model""]","[""car_makers.country"", ""car_makers.fullname"", ""car_makers.maker"", ""car_makers.id"", ""cars_data.accelerate"", ""cars_data.cylinders"", ""cars_data.edispl""]",False,,[],[],False,False,False,False,12,11.6,0.0,,6,4,retrieval_miss,missing expected tables in retrieval: model_list
spider_car_1_045,car_1,keyword,Find the make and production time of the cars that were produced in the earliest year?,"[""make"", ""production year"", ""earliest year"", ""car production""]",ai-assisted-retrieval,"[""car_names"", ""cars_data""]","[""car_makers"", ""cars_data"", ""car_names""]",True,"[""car_names.make"", ""car_names.makeid"", ""cars_data.id"", ""cars_data.year""]","[""cars_data.year"", ""car_makers.country"", ""car_names.make"", ""car_names.makeid"", ""car_makers.fullname"", ""car_makers.maker""]",False,,[],[],False,False,False,False,18,17.155,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_046,flight_2,keyword,"Which country does Airline ""JetBlue Airways"" belong to?","[""JetBlue Airways country"", ""airline country"", ""airline origin"", ""airline nationality""]",ai-assisted-retrieval,"[""airlines""]","[""airlines"", ""flights""]",True,"[""airlines.airline"", ""airlines.country"", ""airlines.jetblue airways""]","[""airlines.country"", ""airlines.airline"", ""flights.airline"", ""airlines.abbreviation"", ""airlines.uid"", ""airports.country""]",False,,[],[],False,False,False,False,18,17.705,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_047,flight_2,keyword,What country is Jetblue Airways affiliated with?,"[""Jetblue Airways country"", ""airline affiliation"", ""airline country"", ""airline origin""]",ai-assisted-retrieval,"[""airlines""]","[""airlines"", ""flights""]",True,"[""airlines.airline"", ""airlines.country"", ""airlines.jetblue airways""]","[""airlines.country"", ""airlines.airline"", ""flights.airline"", ""airlines.abbreviation"", ""airlines.uid"", ""airports.country""]",False,,[],[],False,False,False,False,19,18.805,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_048,flight_2,keyword,"What is the abbreviation of Airline ""JetBlue Airways""?","[""JetBlue Airways abbreviation"", ""airline abbreviation"", ""airline code"", ""airline acronym""]",ai-assisted-retrieval,"[""airlines""]","[""airlines"", ""flights""]",True,"[""airlines.abbreviation"", ""airlines.airline"", ""airlines.jetblue airways""]","[""airlines.abbreviation"", ""airlines.airline"", ""flights.airline"", ""airlines.country"", ""airlines.uid""]",False,,[],[],False,False,False,False,19,18.659,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_049,flight_2,keyword,Which abbreviation corresponds to Jetblue Airways?,"[""Jetblue Airways abbreviation"", ""airline abbreviation"", ""airline code"", ""Jetblue code""]",ai-assisted-retrieval,"[""airlines""]","[""airlines"", ""airports"", ""flights""]",True,"[""airlines.abbreviation"", ""airlines.airline"", ""airlines.jetblue airways""]","[""airlines.abbreviation"", ""airlines.airline"", ""airports.airportcode"", ""flights.airline""]",False,,[],[],False,False,False,False,18,17.204,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_050,flight_2,keyword,"List all airline names and their abbreviations in ""USA"".","[""airline name abbreviation USA"", ""airline abbreviation country"", ""airlines table columns"", ""airline_name airline_code country_code""]",ai-assisted-retrieval,"[""airlines""]","[""airlines""]",True,"[""airlines.abbreviation"", ""airlines.airline"", ""airlines.country"", ""airlines.usa""]","[""airlines.abbreviation"", ""airlines.airline"", ""airlines.country"", ""airlines.uid"", ""flights.airline""]",False,,[],[],False,False,False,False,22,21.076,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_051,flight_2,keyword,What are the airline names and abbreviations for airlines in the USA?,"[""airline name abbreviation USA"", ""airlines country code"", ""airline airline_name abbr"", ""USA airlines""]",ai-assisted-retrieval,"[""airlines""]","[""airlines""]",True,"[""airlines.abbreviation"", ""airlines.airline"", ""airlines.country"", ""airlines.usa""]","[""airlines.abbreviation"", ""airlines.airline"", ""airlines.country"", ""airlines.uid"", ""flights.airline"", ""airports.countryabbrev""]",False,,[],[],False,False,False,False,20,19.177,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_052,flight_2,keyword,List the airport code and name in the city of Anthony.,"[""airport code name city"", ""airport airport_code airport_name city"", ""Anthony airport"", ""airports city = Anthony""]",ai-assisted-retrieval,"[""airports""]","[""airports""]",True,"[""airports.airportcode"", ""airports.airportname"", ""airports.anthony"", ""airports.city""]","[""airports.city"", ""airports.airportcode"", ""airports.airportname"", ""airports.country"", ""airports.countryabbrev""]",False,,[],[],False,False,False,False,19,18.818,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_053,flight_2,keyword,Give the airport code and airport name corresonding to the city Anthony.,"[""airport code"", ""airport name"", ""city"", ""Anthony""]",ai-assisted-retrieval,"[""airports""]","[""airports"", ""flights""]",True,"[""airports.airportcode"", ""airports.airportname"", ""airports.anthony"", ""airports.city""]","[""airports.city"", ""airports.airportcode"", ""airports.airportname"", ""flights.destairport"", ""flights.sourceairport""]",False,,[],[],False,False,False,False,14,13.449,0.0,,6,4,retrieval_miss,task not solved
spider_flight_2_054,flight_2,keyword,How many airlines do we have?,"[""airlines"", ""airline count"", ""airline"", ""airline_id""]",ai-assisted-retrieval,"[""airlines""]","[""airlines""]",True,[],"[""airlines.airline"", ""airlines.country"", ""airlines.abbreviation"", ""airlines.uid"", ""flights.airline"", ""airports.country""]",True,,[],[],False,True,False,False,15,14.432,0.0,,6,4,none,
spider_flight_2_055,flight_2,keyword,What is the total number of airlines?,"[""airline"", ""airlines count"", ""total airlines"", ""airline_id""]",ai-assisted-retrieval,"[""airlines""]","[""airlines""]",True,[],"[""airlines.country"", ""airlines.airline"", ""airlines.abbreviation"", ""airlines.uid"", ""flights.airline"", ""airports.country"", ""airports.countryabbrev""]",True,,[],[],False,True,False,False,13,12.482,0.0,,6,4,none,
spider_flight_2_056,flight_2,keyword,How many airports do we have?,"[""airports"", ""airport count"", ""num_airports"", ""airport""]",ai-assisted-retrieval,"[""airports""]","[""airports""]",True,[],"[""airports.airportcode"", ""airports.airportname"", ""airports.country"", ""airports.countryabbrev"", ""airports.city"", ""flights.destairport"", ""flights.sourceairport""]",True,,[],[],False,True,False,False,13,12.386,0.0,,6,4,none,
spider_flight_2_057,flight_2,keyword,Return the number of  airports.,"[""airports"", ""airport count"", ""number of airports"", ""airport""]",ai-assisted-retrieval,"[""airports""]","[""airports""]",True,[],"[""airports.airportcode"", ""airports.airportname"", ""airports.country"", ""airports.countryabbrev"", ""airports.city"", ""flights.destairport"", ""flights.sourceairport""]",True,,[],[],False,True,False,False,14,13.819,0.0,,6,4,none,
