case_id,db_id,variant,question,search_expressions,mode,expected_tables,retrieved_tables_top5,table_recall_at_5,expected_columns,retrieved_columns_top10,column_recall_at_10,actual_sql,used_tables,used_columns,sql_uses_expected_tables,sql_uses_expected_columns,query_execution_success,task_solved,latency_ms,retrieval_latency_ms,embedding_build_time_ms,vector_available,step_count,db_search_call_count,failure_class,failure_reason
spider_tiny_school_013,tiny_school,keyword,Show each course name with its score.,"[""course name score"", ""course score"", ""course_name score"", ""courses scores""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.name"", ""courses.id"", ""courses.student_id"", ""students.name""]",True,,[],[],False,False,False,False,10,10.009,0.0,,6,4,none,
spider_tiny_school_014,tiny_school,keyword,Which students took Math?,"[""students"", ""Math"", ""course"", ""enrollment""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""students"", ""courses""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.id"", ""students.age"", ""courses.name"", ""students.id"", ""courses.score"", ""students.name"", ""courses.student_id""]",True,,[],[],False,False,False,False,6,6.302,0.0,,6,4,none,
spider_tiny_school_015,tiny_school,keyword,Which students took English?,"[""English"", ""students"", ""course"", ""subject""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""students"", ""courses""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.id"", ""students.age"", ""courses.name"", ""students.id"", ""courses.score"", ""students.name"", ""courses.student_id""]",True,,[],[],False,False,False,False,6,6.283,0.0,,6,4,none,
spider_tiny_school_016,tiny_school,keyword,What is Alice's highest score?,"[""Alice"", ""score"", ""highest"", ""student""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.age"", ""students.id"", ""students.name""]",True,,[],[],False,False,False,False,7,6.523,0.0,,6,4,none,
spider_tiny_school_017,tiny_school,keyword,How many courses does each student have?,"[""courses per student"", ""student course count"", ""enrollments"", ""student_id course_id""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.id"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.student_id"", ""students.age"", ""courses.id"", ""students.id"", ""courses.name"", ""students.name"", ""courses.score""]",True,,[],[],False,False,False,False,10,9.324,0.0,,6,4,none,
spider_tiny_school_018,tiny_school,keyword,What is the average score for each student?,"[""average score"", ""student score"", ""score average"", ""student_id score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.age"", ""students.id"", ""students.name""]",True,,[],[],False,False,False,False,10,9.645,0.0,,6,4,none,
spider_tiny_school_019,tiny_school,keyword,List students with course names and scores.,"[""students courses scores"", ""student course score"", ""student_name course_name score"", ""enrollment grades""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.age"", ""courses.id"", ""students.id"", ""courses.name"", ""students.name""]",True,,[],[],False,False,False,False,11,10.707,0.0,,6,4,none,
spider_tiny_school_020,tiny_school,keyword,Which course has the top score?,"[""course"", ""score"", ""top score"", ""course_score""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.id"", ""courses.name"", ""courses.student_id""]",True,,[],[],False,False,False,False,7,7.222,0.0,,6,4,none,
spider_tiny_school_001,tiny_school,vector,How many students are there?,"[""students"", ""student count"", ""num_students"", ""student""]",ai-assisted-retrieval,"[""students""]","[""courses"", ""students""]",True,[],"[""courses.student_id"", ""students.id"", ""courses.score"", ""students.age"", ""courses.id"", ""students.name"", ""courses.name""]",True,,[],[],False,True,False,False,6213,6214.419,7.352,True,7,4,none,
spider_tiny_school_002,tiny_school,vector,What is the average score?,"[""average score"", ""score"", ""avg"", ""grade""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""students""]",True,"[""courses.score""]","[""courses.score"", ""students.age"", ""courses.name"", ""students.name"", ""courses.id"", ""students.id"", ""courses.student_id""]",True,,[],[],False,False,False,False,3428,3428.554,6.103,True,7,4,none,
spider_tiny_school_003,tiny_school,vector,List all student names.,"[""student name"", ""students"", ""name"", ""student""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.name""]","[""students.id"", ""students.name"", ""courses.student_id"", ""students.age"", ""courses.score"", ""courses.name"", ""courses.id""]",True,,[],[],False,False,False,False,2375,2376.108,6.423,True,7,4,none,
spider_tiny_school_004,tiny_school,vector,Show the highest score for each student.,"[""highest score"", ""student score"", ""max score by student"", ""student_id score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.id"", ""students.age"", ""courses.id"", ""students.name"", ""courses.name""]",True,,[],[],False,False,False,False,2204,2204.405,5.084,True,7,4,none,
spider_tiny_school_005,tiny_school,vector,Who scored above 85?,"[""scored above 85"", ""score"", ""student"", ""grade""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""courses.id"", ""courses.student_id"", ""courses.name"", ""students.name""]",True,,[],[],False,False,False,False,2033,2034.516,5.697,True,7,4,none,
spider_tiny_school_006,tiny_school,vector,Which courses did Alice take?,"[""courses"", ""Alice"", ""take"", ""student_course""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.name"", ""students.age"", ""courses.id"", ""students.name"", ""courses.student_id"", ""students.id""]",True,,[],[],False,False,False,False,2127,2128.354,6.687,True,7,4,none,
spider_tiny_school_007,tiny_school,vector,What are the scores for Bob?,"[""scores"", ""Bob"", ""student scores"", ""score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""students.name"", ""courses.name"", ""courses.student_id"", ""courses.id""]",True,,[],[],False,False,False,False,2309,2316.819,16.712,True,7,4,none,
spider_tiny_school_008,tiny_school,vector,How many courses are recorded?,"[""courses"", ""course count"", ""number of courses"", ""course""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,[],"[""courses.score"", ""courses.id"", ""courses.name"", ""courses.student_id"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,True,False,False,1988,1990.437,6.003,True,7,4,none,
spider_tiny_school_009,tiny_school,vector,List student names and ages.,"[""student name age"", ""students names ages"", ""student_name student_age"", ""student""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age"", ""students.name""]","[""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.score"", ""courses.name"", ""courses.id""]",True,,[],[],False,False,False,False,2146,2147.075,7.638,True,7,4,none,
spider_tiny_school_010,tiny_school,vector,What is the youngest student age?,"[""youngest student age"", ""student age"", ""age"", ""students""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age""]","[""students.age"", ""students.id"", ""courses.student_id"", ""courses.score"", ""students.name"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,2083,2084.075,7.739,True,7,4,none,
spider_tiny_school_011,tiny_school,vector,What is the oldest student age?,"[""oldest student age"", ""student age"", ""age"", ""students""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age""]","[""students.age"", ""students.id"", ""courses.student_id"", ""courses.score"", ""students.name"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,2153,2155.52,9.672,True,7,4,none,
spider_tiny_school_012,tiny_school,vector,Which students are older than 20?,"[""students age"", ""student age > 20"", ""older than 20"", ""student birth_date""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age"", ""students.name""]","[""students.age"", ""students.id"", ""courses.student_id"", ""courses.id"", ""students.name"", ""courses.score"", ""courses.name""]",True,,[],[],False,False,False,False,2072,2073.383,9.406,True,7,4,none,
spider_tiny_school_013,tiny_school,vector,Show each course name with its score.,"[""course name score"", ""course score"", ""course_name score"", ""courses scores""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.id"", ""courses.name"", ""courses.student_id"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,2058,2060.205,7.48,True,7,4,none,
spider_tiny_school_014,tiny_school,vector,Which students took Math?,"[""students"", ""Math"", ""course"", ""enrollment""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""courses.id"", ""courses.name"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,2106,2107.51,8.078,True,7,4,none,
spider_tiny_school_015,tiny_school,vector,Which students took English?,"[""English"", ""students"", ""course"", ""subject""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""courses.id"", ""courses.student_id"", ""courses.name"", ""students.name""]",True,,[],[],False,False,False,False,2173,2175.207,8.546,True,7,4,none,
spider_tiny_school_016,tiny_school,vector,What is Alice's highest score?,"[""Alice"", ""score"", ""highest"", ""student""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""students"", ""courses""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.name"", ""students.id"", ""courses.name"", ""courses.id"", ""courses.student_id""]",True,,[],[],False,False,False,False,1879,1881.207,7.528,True,7,4,none,
spider_tiny_school_017,tiny_school,vector,How many courses does each student have?,"[""courses per student"", ""student course count"", ""enrollments"", ""student_id course_id""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses""]",False,"[""courses.id"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.student_id"", ""courses.id"", ""courses.score"", ""courses.name"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,1776,1777.991,7.86,True,7,4,retrieval_miss,missing expected tables in retrieval: students
spider_tiny_school_018,tiny_school,vector,What is the average score for each student?,"[""average score"", ""student score"", ""score average"", ""student_id score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.age"", ""courses.id"", ""students.id"", ""courses.name"", ""students.name""]",True,,[],[],False,False,False,False,1791,1792.86,8.932,True,7,4,none,
spider_tiny_school_019,tiny_school,vector,List students with course names and scores.,"[""students courses scores"", ""student course score"", ""student_name course_name score"", ""enrollment grades""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""courses.id"", ""courses.name"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,2669,2670.776,8.334,True,7,4,none,
spider_tiny_school_020,tiny_school,vector,Which course has the top score?,"[""course"", ""score"", ""top score"", ""course_score""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.name"", ""courses.id"", ""students.age"", ""students.id"", ""courses.student_id"", ""students.name""]",True,,[],[],False,False,False,False,1763,1763.781,8.334,True,7,4,none,
spider_tiny_school_001,tiny_school,hybrid,How many students are there?,"[""students"", ""student count"", ""num_students"", ""student""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,[],"[""students.id"", ""courses.student_id"", ""students.age"", ""students.name"", ""courses.score"", ""courses.id"", ""courses.name""]",True,,[],[],False,True,False,False,1806,1807.776,6.538,True,7,4,none,
spider_tiny_school_002,tiny_school,hybrid,What is the average score?,"[""average score"", ""score"", ""avg"", ""grade""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""students""]",True,"[""courses.score""]","[""courses.score"", ""students.age"", ""courses.name"", ""students.name"", ""courses.id"", ""students.id"", ""courses.student_id""]",True,,[],[],False,False,False,False,1917,1917.688,5.815,True,7,4,none,
spider_tiny_school_003,tiny_school,hybrid,List all student names.,"[""student name"", ""students"", ""name"", ""student""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.name""]","[""students.name"", ""students.age"", ""students.id"", ""courses.student_id"", ""courses.name"", ""courses.score"", ""courses.id""]",True,,[],[],False,False,False,False,1630,1631.132,5.685,True,7,4,none,
spider_tiny_school_004,tiny_school,hybrid,Show the highest score for each student.,"[""highest score"", ""student score"", ""max score by student"", ""student_id score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.id"", ""students.age"", ""students.name"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,1746,1748.131,8.004,True,7,4,none,
spider_tiny_school_005,tiny_school,hybrid,Who scored above 85?,"[""scored above 85"", ""score"", ""student"", ""grade""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,1781,1781.933,5.659,True,7,4,none,
spider_tiny_school_006,tiny_school,hybrid,Which courses did Alice take?,"[""courses"", ""Alice"", ""take"", ""student_course""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.name"", ""courses.id"", ""students.age"", ""students.name"", ""courses.student_id"", ""students.id""]",True,,[],[],False,False,False,False,1799,1800.945,4.957,True,7,4,none,
spider_tiny_school_007,tiny_school,hybrid,What are the scores for Bob?,"[""scores"", ""Bob"", ""student scores"", ""score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""students"", ""courses""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""students.name"", ""courses.name"", ""courses.student_id"", ""courses.id""]",True,,[],[],False,False,False,False,1967,1968.995,5.515,True,7,4,none,
spider_tiny_school_008,tiny_school,hybrid,How many courses are recorded?,"[""courses"", ""course count"", ""number of courses"", ""course""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,[],"[""courses.id"", ""courses.score"", ""courses.name"", ""courses.student_id"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,True,False,False,1778,1778.928,5.586,True,7,4,none,
spider_tiny_school_009,tiny_school,hybrid,List student names and ages.,"[""student name age"", ""students names ages"", ""student_name student_age"", ""student""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age"", ""students.name""]","[""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.name"", ""courses.score"", ""courses.id""]",True,,[],[],False,False,False,False,1771,1771.793,4.682,True,7,4,none,
spider_tiny_school_010,tiny_school,hybrid,What is the youngest student age?,"[""youngest student age"", ""student age"", ""age"", ""students""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age""]","[""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.score"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,1835,1836.811,5.46,True,7,4,none,
spider_tiny_school_011,tiny_school,hybrid,What is the oldest student age?,"[""oldest student age"", ""student age"", ""age"", ""students""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age""]","[""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.score"", ""courses.id"", ""courses.name""]",True,,[],[],False,False,False,False,1846,1847.389,4.609,True,7,4,none,
spider_tiny_school_012,tiny_school,hybrid,Which students are older than 20?,"[""students age"", ""student age > 20"", ""older than 20"", ""student birth_date""]",ai-assisted-retrieval,"[""students""]","[""students"", ""courses""]",True,"[""students.age"", ""students.name""]","[""students.age"", ""students.id"", ""courses.student_id"", ""students.name"", ""courses.id"", ""courses.score"", ""courses.name""]",True,,[],[],False,False,False,False,1735,1736.301,4.76,True,7,4,none,
spider_tiny_school_013,tiny_school,hybrid,Show each course name with its score.,"[""course name score"", ""course score"", ""course_name score"", ""courses scores""]",ai-assisted-retrieval,"[""courses""]","[""courses""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.id"", ""courses.name"", ""courses.student_id"", ""students.name"", ""students.id"", ""students.age""]",True,,[],[],False,False,False,False,1800,1800.771,5.691,True,7,4,none,
spider_tiny_school_014,tiny_school,hybrid,Which students took Math?,"[""students"", ""Math"", ""course"", ""enrollment""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.id"", ""courses.score"", ""courses.student_id"", ""courses.name"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,1730,1731.246,4.802,True,7,4,none,
spider_tiny_school_015,tiny_school,hybrid,Which students took English?,"[""English"", ""students"", ""course"", ""subject""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.id"", ""courses.id"", ""students.name"", ""courses.name"", ""courses.student_id""]",True,,[],[],False,False,False,False,1788,1789.056,5.937,True,7,4,none,
spider_tiny_school_016,tiny_school,hybrid,What is Alice's highest score?,"[""Alice"", ""score"", ""highest"", ""student""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""students"", ""courses""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""students.age"", ""students.name"", ""students.id"", ""courses.name"", ""courses.student_id"", ""courses.id""]",True,,[],[],False,False,False,False,1639,1640.655,4.711,True,7,4,none,
spider_tiny_school_017,tiny_school,hybrid,How many courses does each student have?,"[""courses per student"", ""student course count"", ""enrollments"", ""student_id course_id""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.id"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.student_id"", ""courses.id"", ""courses.name"", ""courses.score"", ""students.id"", ""students.age"", ""students.name""]",True,,[],[],False,False,False,False,1739,1741.65,7.571,True,7,4,none,
spider_tiny_school_018,tiny_school,hybrid,What is the average score for each student?,"[""average score"", ""student score"", ""score average"", ""student_id score""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""students.age"", ""students.id"", ""courses.id"", ""courses.name"", ""students.name""]",True,,[],[],False,False,False,False,1717,1718.225,5.237,True,7,4,none,
spider_tiny_school_019,tiny_school,hybrid,List students with course names and scores.,"[""students courses scores"", ""student course score"", ""student_name course_name score"", ""enrollment grades""]",ai-assisted-retrieval,"[""courses"", ""students""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.score"", ""courses.student_id"", ""students.id"", ""students.name""]","[""courses.score"", ""courses.student_id"", ""courses.id"", ""courses.name"", ""students.age"", ""students.id"", ""students.name""]",True,,[],[],False,False,False,False,1800,1801.195,5.162,True,7,4,none,
spider_tiny_school_020,tiny_school,hybrid,Which course has the top score?,"[""course"", ""score"", ""top score"", ""course_score""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""students""]",True,"[""courses.name"", ""courses.score""]","[""courses.score"", ""courses.id"", ""courses.name"", ""students.age"", ""students.id"", ""courses.student_id"", ""students.name""]",True,,[],[],False,False,False,False,1823,1824.556,12.329,True,7,4,none,
